MUNICIPIO;QUANTIDADE
350060 Águas de São Pedro;6
350070 Agudos;46
350075 Alambari;8
350080 Alfredo Marcondes;3
350090 Altair;9
350100 Altinópolis;48
350110 Alto Alegre;8
350115 Alumínio;12
350120 Álvares Florence;4
350130 Álvares Machado;22
350140 Álvaro de Carvalho;3
350150 Alvinlândia;3
350160 Americana;931
350170 Américo Brasiliense;31
350180 Américo de Campos;8
350190 Amparo;284
350200 Analândia;4
350210 Andradina;222
350220 Angatuba;35
350230 Anhembi;10
350240 Anhumas;6
350250 Aparecida;41
350260 Aparecida d'Oeste;7
350270 Apiaí;46
350275 Araçariguama;20
350280 Araçatuba;795
350290 Araçoiaba da Serra;26
350300 Aramina;12
350310 Arandu;5
350315 Arapeí;4
350320 Araraquara;757
350330 Araras;296
350335 Arco-Íris;2
350340 Arealva;13
350350 Areias;5
350360 Areiópolis;15
350370 Ariranha;14
350380 Artur Nogueira;87
350390 Arujá;69
350395 Aspásia;2
350400 Assis;412
350410 Atibaia;315
350420 Auriflama;30
350430 Avaí;2
350440 Avanhandava;17
350450 Avaré;253
350460 Bady Bassitt;12
350470 Balbinos;5
350480 Bálsamo;4
350490 Bananal;10
350500 Barão de Antonina;4
350510 Barbosa;3
350520 Bariri;67
350530 Barra Bonita;99
350535 Barra do Chapéu;7
350540 Barra do Turvo;7
350550 Barretos;317
350560 Barrinha;31
350570 Barueri;372
350580 Bastos;36
350590 Batatais;265
350600 Bauru;844
350610 Bebedouro;275
350620 Bento de Abreu;4
350630 Bernardino de Campos;16
350635 Bertioga;43
350640 Bilac;9
350650 Birigui;209
350660 Biritiba-Mirim;21
350670 Boa Esperança do Sul;22
350680 Bocaina;21
350690 Bofete;2
350700 Boituva;99
350710 Bom Jesus dos Perdões;19
350715 Bom Sucesso de Itararé;4
350720 Borá;2
350730 Boracéia;4
350740 Borborema;34
350745 Borebi;3
350750 Botucatu;644
350760 Bragança Paulista;400
350770 Braúna;2
350775 Brejo Alegre;4
350780 Brodowski;52
350790 Brotas;71
350800 Buri;19
350810 Buritama;24
350820 Buritizal;7
350830 Cabrália Paulista;4
350840 Cabreúva;37
350850 Caçapava;304
350860 Cachoeira Paulista;59
350870 Caconde;37
350880 Cafelândia;42
350890 Caiabu;5
350900 Caieiras;74
350910 Caiuá;7
350920 Cajamar;65
350925 Cajati;38
350930 Cajobi;11
350940 Cajuru;74
350945 Campina do Monte Alegre;4
350950 Campinas;1789
350960 Campo Limpo Paulista;33
350970 Campos do Jordão;83
350980 Campos Novos Paulista;2
350990 Cananéia;8
350995 Canas;3
351000 Cândido Mota;80
351010 Cândido Rodrigues;3
351015 Canitar;3
351020 Capão Bonito;48
351030 Capela do Alto;18
351040 Capivari;145
351050 Caraguatatuba;203
351060 Carapicuíba;114
351070 Cardoso;21
351080 Casa Branca;78
351090 Cássia dos Coqueiros;5
351100 Castilho;25
351110 Catanduva;539
351120 Catiguá;11
351130 Cedral;20
351140 Cerqueira César;26
351150 Cerquilho;125
351160 Cesário Lange;16
351170 Charqueada;23
355720 Chavantes;20
351190 Clementina;10
351200 Colina;40
351210 Colômbia;11
351220 Conchal;39
351230 Conchas;42
351240 Cordeirópolis;41
351250 Coroados;2
351260 Coronel Macedo;5
351270 Corumbataí;6
351280 Cosmópolis;81
351290 Cosmorama;5
351300 Cotia;175
351310 Cravinhos;60
351320 Cristais Paulista;13
351330 Cruzália;4
351340 Cruzeiro;287
351350 Cubatão;170
351360 Cunha;22
351370 Descalvado;122
351380 Diadema;181
351385 Dirce Reis;3
351390 Divinolândia;29
351400 Dobrada;6
351410 Dois Córregos;48
351420 Dolcinópolis;4
351430 Dourado;13
351440 Dracena;215
351450 Duartina;47
351460 Dumont;5
351470 Echaporã;6
351480 Eldorado;7
351490 Elias Fausto;14
351492 Elisiário;3
351495 Embaúba;3
351500 Embu das Artes;91
351510 Embu-Guaçu;38
351512 Emilianópolis;3
351515 Engenheiro Coelho;19
351518 Espírito Santo do Pinhal;167
351519 Espírito Santo do Turvo;5
355730 Estiva Gerbi;12
351520 Estrela d'Oeste;28
351530 Estrela do Norte;2
351535 Euclides da Cunha Paulista;13
351540 Fartura;34
351560 Fernando Prestes;7
351550 Fernandópolis;392
351565 Fernão;2
351570 Ferraz de Vasconcelos;58
351580 Flora Rica;3
351590 Floreal;3
351600 Flórida Paulista;16
351610 Florínia;7
351620 Franca;830
351630 Francisco Morato;74
351640 Franco da Rocha;104
351650 Gabriel Monteiro;3
351660 Gália;11
351670 Garça;73
351680 Gastão Vidigal;2
351685 Gavião Peixoto;6
351690 General Salgado;19
351700 Getulina;16
351710 Glicério;3
351720 Guaiçara;14
351730 Guaimbê;7
351740 Guaíra;70
351750 Guapiaçu;21
351760 Guapiara;20
351770 Guará;50
351780 Guaraçaí;15
351790 Guaraci;19
351800 Guarani d'Oeste;4
351810 Guarantã;6
351820 Guararapes;63
351830 Guararema;26
351840 Guaratinguetá;343
351850 Guareí;12
351860 Guariba;50
351870 Guarujá;363
351880 Guarulhos;823
351885 Guatapará;10
351890 Guzolândia;3
351900 Herculândia;16
351905 Holambra;22
351907 Hortolândia;179
351910 Iacanga;18
351920 Iacri;5
351925 Iaras;8
351930 Ibaté;44
351940 Ibirá;20
351950 Ibirarema;7
351960 Ibitinga;153
351970 Ibiúna;56
351980 Icém;21
351990 Iepê;20
352000 Igaraçu do Tietê;22
352010 Igarapava;65
352020 Igaratá;7
352030 Iguape;27
352042 Ilha Comprida;11
352044 Ilha Solteira;102
352040 Ilhabela;29
352050 Indaiatuba;401
352060 Indiana;8
352070 Indiaporã;6
352080 Inúbia Paulista;2
352090 Ipaussu;19
352100 Iperó;31
352110 Ipeúna;8
352115 Ipiguá;3
352120 Iporanga;5
352130 Ipuã;37
352140 Iracemápolis;32
352150 Irapuã;10
352160 Irapuru;11
352170 Itaberá;21
352180 Itaí;35
352190 Itajobi;30
352200 Itaju;3
352210 Itanhaém;80
352215 Itaóca;3
352220 Itapecerica da Serra;66
352230 Itapetininga;404
352240 Itapeva;263
352250 Itapevi;106
352260 Itapira;153
352265 Itapirapuã Paulista;5
352270 Itápolis;93
352280 Itaporanga;14
352290 Itapuí;13
352300 Itapura;5
352310 Itaquaquecetuba;96
352320 Itararé;79
352330 Itariri;13
352340 Itatiba;192
352350 Itatinga;19
352360 Itirapina;28
352370 Itirapuã;6
352380 Itobi;6
352390 Itu;333
352400 Itupeva;55
352410 Ituverava;194
352420 Jaborandi;9
352430 Jaboticabal;175
352440 Jacareí;461
352450 Jaci;10
352460 Jacupiranga;21
352470 Jaguariúna;98
352480 Jales;229
352490 Jambeiro;7
352500 Jandira;54
352510 Jardinópolis;65
352520 Jarinu;26
352530 Jaú;476
352540 Jeriquara;3
352550 Joanópolis;12
352560 João Ramalho;6
352570 José Bonifácio;64
352580 Júlio Mesquita;5
352585 Jumirim;5
352590 Jundiaí;1648
352600 Junqueirópolis;35
352610 Juquiá;15
352620 Juquitiba;15
352630 Lagoinha;8
352640 Laranjal Paulista;89
352650 Lavínia;7
352660 Lavrinhas;5
352670 Leme;202
352680 Lençóis Paulista;214
352690 Limeira;776
352700 Lindóia;14
352710 Lins;514
352720 Lorena;258
352725 Lourdes;5
352730 Louveira;47
352740 Lucélia;40
352750 Lucianópolis;3
352760 Luís Antônio;21
352770 Luiziânia;6
352780 Lupércio;5
352790 Lutécia;3
352800 Macatuba;31
352810 Macaubal;11
352820 Macedônia;4
352830 Magda;5
352840 Mairinque;63
352850 Mairiporã;61
352860 Manduri;14
352870 Marabá Paulista;5
352880 Maracaí;15
352885 Marapoama;3
352890 Mariápolis;3
352900 Marília;953
352910 Marinópolis;3
352920 Martinópolis;43
352930 Matão;219
352940 Mauá;290
352950 Mendonça;6
352960 Meridiano;6
352965 Mesópolis;2
352970 Miguelópolis;39
352980 Mineiros do Tietê;10
353000 Mira Estrela;5
352990 Miracatu;17
353010 Mirandópolis;53
353020 Mirante do Paranapanema;23
353030 Mirassol;140
353040 Mirassolândia;2
353050 Mococa;243
353060 Mogi das Cruzes;332
353070 Mogi Guaçu;366
353080 Mogi Mirim;238
353090 Mombuca;4
353100 Monções;6
353110 Mongaguá;45
353120 Monte Alegre do Sul;15
353130 Monte Alto;215
353140 Monte Aprazível;47
353150 Monte Azul Paulista;38
353160 Monte Castelo;5
353180 Monte Mor;64
353170 Monteiro Lobato;6
353190 Morro Agudo;74
353200 Morungaba;19
353205 Motuca;5
353210 Murutinga do Sul;6
353215 Nantes;4
353220 Narandiba;5
353230 Natividade da Serra;7
353240 Nazaré Paulista;8
353250 Neves Paulista;15
353260 Nhandeara;38
353270 Nipoã;3
353280 Nova Aliança;4
353282 Nova Campina;7
353284 Nova Canaã Paulista;4
353286 Nova Castilho;4
353290 Nova Europa;19
353300 Nova Granada;29
353310 Nova Guataporanga;4
353320 Nova Independência;8
353330 Nova Luzitânia;4
353340 Nova Odessa;73
353325 Novais;3
353350 Novo Horizonte;102
353360 Nuporanga;24
353370 Ocauçu;4
353380 Óleo;4
353390 Olímpia;156
353400 Onda Verde;7
353410 Oriente;12
353420 Orindiúva;15
353430 Orlândia;181
353440 Osasco;1022
353450 Oscar Bressane;3
353460 Osvaldo Cruz;79
353470 Ourinhos;434
353480 Ouro Verde;7
353475 Ouroeste;27
353490 Pacaembu;26
353500 Palestina;16
353510 Palmares Paulista;17
353520 Palmeira d'Oeste;12
353530 Palmital;50
353540 Panorama;17
353550 Paraguaçu Paulista;114
353560 Paraibuna;14
353570 Paraíso;9
353580 Paranapanema;45
353590 Paranapuã;2
353600 Parapuã;9
353610 Pardinho;4
353620 Pariquera-Açu;28
353625 Parisi;2
353630 Patrocínio Paulista;18
353640 Paulicéia;5
353650 Paulínia;182
353657 Paulistânia;3
353660 Paulo de Faria;7
353670 Pederneiras;83
353680 Pedra Bela;4
353690 Pedranópolis;5
353700 Pedregulho;23
353710 Pedreira;60
353715 Pedrinhas Paulista;8
353720 Pedro de Toledo;11
353730 Penápolis;185
353740 Pereira Barreto;66
353750 Pereiras;11
353760 Peruíbe;70
353770 Piacatu;4
353780 Piedade;61
353790 Pilar do Sul;27
353800 Pindamonhangaba;424
353810 Pindorama;20
353820 Pinhalzinho;18
353830 Piquerobi;3
353850 Piquete;14
353860 Piracaia;20
353870 Piracicaba;1071
353880 Piraju;86
353890 Pirajuí;57
353900 Pirangi;24
353910 Pirapora do Bom Jesus;11
353920 Pirapozinho;36
353930 Pirassununga;257
353940 Piratininga;9
353950 Pitangueiras;72
353960 Planalto;3
353970 Platina;2
353980 Poá;64
353990 Poloni;8
354000 Pompéia;114
354010 Pongaí;2
354020 Pontal;83
354025 Pontalinda;2
354030 Pontes Gestal;4
354040 Populina;4
354050 Porangaba;14
354060 Porto Feliz;94
354070 Porto Ferreira;177
354075 Potim;14
354080 Potirendaba;21
354085 Pracinha;3
354090 Pradópolis;20
354100 Praia Grande;255
354105 Pratânia;5
354110 Presidente Alves;4
354120 Presidente Bernardes;28
354130 Presidente Epitácio;60
354140 Presidente Prudente;894
354150 Presidente Venceslau;98
354160 Promissão;86
354165 Quadra;5
354170 Quatá;29
354180 Queiroz;2
354190 Queluz;11
354200 Quintana;25
354210 Rafard;5
354220 Rancharia;75
354230 Redenção da Serra;5
354240 Regente Feijó;33
354250 Reginópolis;8
354260 Registro;110
354270 Restinga;4
354280 Ribeira;4
354290 Ribeirão Bonito;24
354300 Ribeirão Branco;10
354310 Ribeirão Corrente;5
354320 Ribeirão do Sul;3
354323 Ribeirão dos Índios;2
354325 Ribeirão Grande;3
354330 Ribeirão Pires;118
354340 Ribeirão Preto;2391
354360 Rifaina;7
354370 Rincão;13
354380 Rinópolis;10
354390 Rio Claro;592
354400 Rio das Pedras;84
354410 Rio Grande da Serra;19
354420 Riolândia;11
354350 Riversul;7
354425 Rosana;40
354430 Roseira;13
354440 Rubiácea;4
354450 Rubinéia;3
354460 Sabino;5
354470 Sagres;2
354480 Sales;4
354490 Sales Oliveira;38
354500 Salesópolis;16
354510 Salmourão;3
354515 Saltinho;5
354520 Salto;189
354530 Salto de Pirapora;69
354540 Salto Grande;7
354550 Sandovalina;3
354560 Santa Adélia;36
354570 Santa Albertina;7
354580 Santa Bárbara d'Oeste;296
354600 Santa Branca;13
354610 Santa Clara d'Oeste;4
354620 Santa Cruz da Conceição;4
354625 Santa Cruz da Esperança;7
354630 Santa Cruz das Palmeiras;70
354640 Santa Cruz do Rio Pardo;141
354650 Santa Ernestina;3
354660 Santa Fé do Sul;110
354670 Santa Gertrudes;45
354680 Santa Isabel;30
354690 Santa Lúcia;6
354700 Santa Maria da Serra;8
354710 Santa Mercedes;5
354740 Santa Rita d'Oeste;4
354750 Santa Rita do Passa Quatro;76
354760 Santa Rosa de Viterbo;63
354765 Santa Salete;2
354720 Santana da Ponte Pensa;2
354730 Santana de Parnaíba;47
354770 Santo Anastácio;43
354780 Santo André;663
354790 Santo Antônio da Alegria;20
354800 Santo Antônio de Posse;27
354805 Santo Antônio do Aracanguá;4
354810 Santo Antônio do Jardim;9
354820 Santo Antônio do Pinhal;15
354830 Santo Expedito;2
354840 Santópolis do Aguapeí;3
354850 Santos;1590
354860 São Bento do Sapucaí;15
354870 São Bernardo do Campo;817
354880 São Caetano do Sul;716
354890 São Carlos;757
354900 São Francisco;5
354910 São João da Boa Vista;570
354920 São João das Duas Pontes;2
354925 São João de Iracema;4
354930 São João do Pau d'Alho;6
354940 São Joaquim da Barra;186
354950 São José da Bela Vista;8
354960 São José do Barreiro;5
354970 São José do Rio Pardo;199
354980 São José do Rio Preto;1131
354990 São José dos Campos;1750
354995 São Lourenço da Serra;10
355000 São Luís do Paraitinga;11
355010 São Manuel;113
355020 São Miguel Arcanjo;57
355030 São Paulo;18062
355040 São Pedro;83
355050 São Pedro do Turvo;6
355060 São Roque;235
355070 São Sebastião;194
355080 São Sebastião da Grama;27
355090 São Simão;37
355100 São Vicente;276
355110 Sarapuí;9
355120 Sarutaiá;2
355130 Sebastianópolis do Sul;4
355140 Serra Azul;12
355160 Serra Negra;71
355150 Serrana;48
355170 Sertãozinho;378
355180 Sete Barras;8
355190 Severínia;16
355200 Silveiras;7
355210 Socorro;72
355220 Sorocaba;1143
355230 Sud Mennucci;7
355240 Sumaré;243
355255 Suzanápolis;4
355250 Suzano;264
355260 Tabapuã;21
355270 Tabatinga;43
355280 Taboão da Serra;128
355290 Taciba;5
355300 Taguaí;15
355310 Taiaçu;11
355320 Taiúva;17
355330 Tambaú;77
355340 Tanabi;48
355350 Tapiraí;10
355360 Tapiratiba;16
355365 Taquaral;3
355370 Taquaritinga;155
355380 Taquarituba;18
355385 Taquarivaí;6
355390 Tarabai;7
355395 Tarumã;19
355400 Tatuí;351
355410 Taubaté;827
355420 Tejupá;4
355430 Teodoro Sampaio;34
355440 Terra Roxa;19
355450 Tietê;140
355460 Timburi;3
355465 Torre de Pedra;3
355470 Torrinha;7
355475 Trabiju;2
355480 Tremembé;48
355490 Três Fronteiras;4
355495 Tuiuti;6
355500 Tupã;234
355510 Tupi Paulista;44
355520 Turiúba;2
355530 Turmalina;4
355535 Ubarana;3
355540 Ubatuba;65
355550 Ubirajara;6
355560 Uchoa;24
355570 União Paulista;3
355580 Urânia;8
355590 Uru;3
355600 Urupês;26
355610 Valentim Gentil;16
355620 Valinhos;413
355630 Valparaíso;39
355635 Vargem;3
355640 Vargem Grande do Sul;119
355645 Vargem Grande Paulista;45
355650 Várzea Paulista;45
355660 Vera Cruz;22
355670 Vinhedo;283
355680 Viradouro;44
355690 Vista Alegre do Alto;8
355695 Vitória Brasil;3
355700 Votorantim;103
355710 Votuporanga;335
355715 Zacarias;3
410010 Abatiá;8
410020 Adrianópolis;10
410030 Agudos do Sul;14
410040 Almirante Tamandaré;58
410045 Altamira do Paraná;7
412862 Alto Paraíso;5
410060 Alto Paraná;16
410070 Alto Piquiri;16
410050 Altônia;36
410080 Alvorada do Sul;14
410090 Amaporã;6
410100 Ampére;29
410105 Anahy;5
410110 Andirá;44
410115 Ângulo;3
410120 Antonina;21
410130 Antônio Olinto;13
410140 Apucarana;407
410150 Arapongas;266
410160 Arapoti;58
410165 Arapuã;7
410170 Araruna;24
410180 Araucária;142
410185 Ariranha do Ivaí;3
410190 Assaí;33
410200 Assis Chateaubriand;113
410210 Astorga;60
410220 Atalaia;9
410230 Balsa Nova;9
410240 Bandeirantes;58
410250 Barbosa Ferraz;20
410270 Barra do Jacaré;1
410260 Barracão;16
410275 Bela Vista da Caroba;8
410280 Bela Vista do Paraíso;26
410290 Bituruna;18
410300 Boa Esperança;7
410302 Boa Esperança do Iguaçu;5
410304 Boa Ventura de São Roque;5
410305 Boa Vista da Aparecida;19
410310 Bocaiúva do Sul;8
410315 Bom Jesus do Sul;6
410320 Bom Sucesso;14
410322 Bom Sucesso do Sul;8
410330 Borrazópolis;13
410335 Braganey;10
410337 Brasilândia do Sul;6
410340 Cafeara;2
410345 Cafelândia;28
410347 Cafezal do Sul;8
410350 Califórnia;13
410360 Cambará;36
410370 Cambé;111
410380 Cambira;10
410390 Campina da Lagoa;28
410395 Campina do Simão;5
410400 Campina Grande do Sul;47
410405 Campo Bonito;8
410410 Campo do Tenente;11
410420 Campo Largo;153
410425 Campo Magro;17
410430 Campo Mourão;344
410440 Cândido de Abreu;22
410442 Candói;24
410445 Cantagalo;12
410450 Capanema;36
410460 Capitão Leônidas Marques;32
410465 Carambeí;32
410470 Carlópolis;16
410480 Cascavel;719
410490 Castro;133
410500 Catanduvas;14
410510 Centenário do Sul;22
410520 Cerro Azul;23
410530 Céu Azul;18
410540 Chopinzinho;57
410550 Cianorte;213
410560 Cidade Gaúcha;20
410570 Clevelândia;21
410580 Colombo;103
410590 Colorado;64
410600 Congonhinhas;12
410610 Conselheiro Mairinck;7
410620 Contenda;16
410630 Corbélia;21
410640 Cornélio Procópio;184
410645 Coronel Domingos Soares;13
410650 Coronel Vivida;64
410655 Corumbataí do Sul;3
410680 Cruz Machado;17
410657 Cruzeiro do Iguaçu;8
410660 Cruzeiro do Oeste;40
410670 Cruzeiro do Sul;8
410685 Cruzmaltina;5
410690 Curitiba;6240
410700 Curiúva;19
410715 Diamante D'Oeste;8
410710 Diamante do Norte;9
410712 Diamante do Sul;4
410720 Dois Vizinhos;139
410725 Douradina;18
410730 Doutor Camargo;10
412863 Doutor Ulysses;10
410740 Enéas Marques;13
410750 Engenheiro Beltrão;15
410753 Entre Rios do Oeste;9
410752 Esperança Nova;3
410754 Espigão Alto do Iguaçu;7
410755 Farol;3
410760 Faxinal;31
410765 Fazenda Rio Grande;63
410770 Fênix;6
410773 Fernandes Pinheiro;13
410775 Figueira;15
410785 Flor da Serra do Sul;9
410780 Floraí;12
410790 Floresta;11
410800 Florestópolis;18
410810 Flórida;3
410820 Formosa do Oeste;12
410830 Foz do Iguaçu;416
410845 Foz do Jordão;12
410832 Francisco Alves;12
410840 Francisco Beltrão;417
410850 General Carneiro;15
410855 Godoy Moreira;6
410860 Goioerê;67
410865 Goioxim;9
410870 Grandes Rios;13
410880 Guaíra;83
410890 Guairaçá;8
410895 Guamiranga;14
410900 Guapirama;5
410910 Guaporema;3
410920 Guaraci;9
410930 Guaraniaçu;23
410940 Guarapuava;461
410950 Guaraqueçaba;6
410960 Guaratuba;55
410965 Honório Serpa;8
410970 Ibaiti;57
410975 Ibema;6
410980 Ibiporã;69
410990 Icaraíma;15
411000 Iguaraçu;5
411005 Iguatu;6
411007 Imbaú;2
411010 Imbituva;54
411020 Inácio Martins;25
411030 Inajá;3
411040 Indianópolis;9
411050 Ipiranga;19
411060 Iporã;27
411065 Iracema do Oeste;3
411070 Irati;193
411080 Iretama;8
411090 Itaguajé;7
411095 Itaipulândia;20
411100 Itambaracá;4
411110 Itambé;9
411120 Itapejara d'Oeste;24
411125 Itaperuçu;21
411130 Itaúna do Sul;9
411140 Ivaí;12
411150 Ivaiporã;115
411155 Ivaté;14
411160 Ivatuba;7
411170 Jaboti;11
411180 Jacarezinho;109
411190 Jaguapitã;21
411200 Jaguariaíva;66
411210 Jandaia do Sul;61
411220 Janiópolis;9
411230 Japira;6
411240 Japurá;9
411250 Jardim Alegre;17
411260 Jardim Olinda;1
411270 Jataizinho;8
411275 Jesuítas;8
411280 Joaquim Távora;24
411290 Jundiaí do Sul;8
411295 Juranda;12
411300 Jussara;8
411310 Kaloré;6
411320 Lapa;76
411325 Laranjal;3
411330 Laranjeiras do Sul;87
411340 Leópolis;7
411342 Lidianópolis;6
411345 Lindoeste;6
411350 Loanda;55
411360 Lobato;10
411370 Londrina;1511
411373 Luiziana;9
411375 Lunardelli;6
411380 Lupionópolis;8
411390 Mallet;24
411400 Mamborê;34
411410 Mandaguaçu;29
411420 Mandaguari;81
411430 Mandirituba;24
411435 Manfrinópolis;5
411440 Mangueirinha;26
411450 Manoel Ribas;19
411460 Marechal Cândido Rondon;191
411470 Maria Helena;9
411480 Marialva;57
411490 Marilândia do Sul;10
411500 Marilena;7
411510 Mariluz;10
411520 Maringá;1598
411530 Mariópolis;12
411535 Maripá;8
411540 Marmeleiro;29
411545 Marquinho;5
411550 Marumbi;15
411560 Matelândia;32
411570 Matinhos;46
411573 Mato Rico;8
411575 Mauá da Serra;15
411580 Medianeira;136
411585 Mercedes;16
411590 Mirador;4
411600 Miraselva;4
411605 Missal;28
411610 Moreira Sales;20
411620 Morretes;27
411630 Munhoz de Melo;9
411640 Nossa Senhora das Graças;5
411650 Nova Aliança do Ivaí;2
411660 Nova América da Colina;2
411670 Nova Aurora;28
411680 Nova Cantu;10
411690 Nova Esperança;52
411695 Nova Esperança do Sudoeste;8
411700 Nova Fátima;10
411705 Nova Laranjeiras;15
411710 Nova Londrina;18
411720 Nova Olímpia;7
411725 Nova Prata do Iguaçu;24
411721 Nova Santa Bárbara;5
411722 Nova Santa Rosa;18
411727 Nova Tebas;13
411729 Novo Itacolomi;6
411730 Ortigueira;32
411740 Ourizona;4
411745 Ouro Verde do Oeste;3
411750 Paiçandu;30
411760 Palmas;131
411770 Palmeira;68
411780 Palmital;10
411790 Palotina;81
411800 Paraíso do Norte;15
411810 Paranacity;21
411820 Paranaguá;228
411830 Paranapoema;4
411840 Paranavaí;245
411845 Pato Bragado;10
411850 Pato Branco;482
411860 Paula Freitas;10
411870 Paulo Frontin;17
411880 Peabiru;15
411885 Perobal;8
411890 Pérola;16
411900 Pérola d'Oeste;14
411910 Piên;26
411915 Pinhais;128
411925 Pinhal de São Bento;5
411920 Pinhalão;13
411930 Pinhão;37
411940 Piraí do Sul;38
411950 Piraquara;66
411960 Pitanga;79
411965 Pitangueiras;3
411970 Planaltina do Paraná;5
411980 Planalto;21
411990 Ponta Grossa;952
411995 Pontal do Paraná;33
412000 Porecatu;26
412010 Porto Amazonas;6
412015 Porto Barreiro;4
412020 Porto Rico;4
412030 Porto Vitória;8
412033 Prado Ferreira;8
412035 Pranchita;16
412040 Presidente Castelo Branco;7
412050 Primeiro de Maio;18
412060 Prudentópolis;89
412065 Quarto Centenário;5
412070 Quatiguá;18
412080 Quatro Barras;27
412085 Quatro Pontes;11
412090 Quedas do Iguaçu;58
412100 Querência do Norte;12
412110 Quinta do Sol;4
412120 Quitandinha;16
412125 Ramilândia;5
412130 Rancho Alegre;5
412135 Rancho Alegre D'Oeste;4
412140 Realeza;57
412150 Rebouças;29
412160 Renascença;14
412170 Reserva;35
412175 Reserva do Iguaçu;8
412180 Ribeirão Claro;24
412190 Ribeirão do Pinhal;27
412200 Rio Azul;28
412210 Rio Bom;8
412215 Rio Bonito do Iguaçu;13
412217 Rio Branco do Ivaí;9
412220 Rio Branco do Sul;21
412230 Rio Negro;73
412240 Rolândia;116
412250 Roncador;22
412260 Rondon;24
412265 Rosário do Ivaí;11
412270 Sabáudia;12
412280 Salgado Filho;8
412290 Salto do Itararé;9
412300 Salto do Lontra;22
412310 Santa Amélia;6
412320 Santa Cecília do Pavão;6
412330 Santa Cruz de Monte Castelo;14
412340 Santa Fé;15
412350 Santa Helena;53
412360 Santa Inês;3
412370 Santa Isabel do Ivaí;14
412380 Santa Izabel do Oeste;24
412382 Santa Lúcia;4
412385 Santa Maria do Oeste;13
412390 Santa Mariana;18
412395 Santa Mônica;6
412402 Santa Tereza do Oeste;12
412405 Santa Terezinha de Itaipu;34
412400 Santana do Itararé;6
412410 Santo Antônio da Platina;152
412420 Santo Antônio do Caiuá;5
412430 Santo Antônio do Paraíso;3
412440 Santo Antônio do Sudoeste;35
412450 Santo Inácio;9
412460 São Carlos do Ivaí;6
412470 São Jerônimo da Serra;6
412480 São João;33
412490 São João do Caiuá;5
412500 São João do Ivaí;20
412510 São João do Triunfo;21
412520 São Jorge d'Oeste;14
412530 São Jorge do Ivaí;8
412535 São Jorge do Patrocínio;17
412540 São José da Boa Vista;8
412545 São José das Palmeiras;7
412550 São José dos Pinhais;461
412555 São Manoel do Paraná;3
412560 São Mateus do Sul;98
412570 São Miguel do Iguaçu;52
412575 São Pedro do Iguaçu;11
412580 São Pedro do Ivaí;21
412590 São Pedro do Paraná;5
412600 São Sebastião da Amoreira;11
412610 São Tomé;9
412620 Sapopema;13
412625 Sarandi;85
412627 Saudade do Iguaçu;6
412630 Sengés;18
412635 Serranópolis do Iguaçu;5
412640 Sertaneja;12
412650 Sertanópolis;28
412660 Siqueira Campos;44
412665 Sulina;4
412667 Tamarana;17
412670 Tamboara;7
412680 Tapejara;26
412690 Tapira;10
412700 Teixeira Soares;18
412710 Telêmaco Borba;171
412720 Terra Boa;27
412730 Terra Rica;22
412740 Terra Roxa;32
412750 Tibagi;16
412760 Tijucas do Sul;25
412770 Toledo;568
412780 Tomazina;14
412785 Três Barras do Paraná;18
412788 Tunas do Paraná;5
412790 Tuneiras do Oeste;15
412795 Tupãssi;17
412796 Turvo;13
412800 Ubiratã;60
412810 Umuarama;548
412820 União da Vitória;197
412830 Uniflor;3
412840 Uraí;13
412853 Ventania;9
412855 Vera Cruz do Oeste;19
412860 Verê;19
412865 Virmond;6
412870 Vitorino;9
412850 Wenceslau Braz;27
412880 Xambrê;7
420005 Abdon Batista;5
420010 Abelardo Luz;40
420020 Agrolândia;17
420030 Agronômica;6
420040 Água Doce;17
420050 Águas de Chapecó;9
420055 Águas Frias;6
420060 Águas Mornas;7
420070 Alfredo Wagner;15
420075 Alto Bela Vista;7
420080 Anchieta;12
420090 Angelina;9
420100 Anita Garibaldi;15
420110 Anitápolis;5
420120 Antônio Carlos;13
420125 Apiúna;17
420127 Arabutã;8
420130 Araquari;27
420140 Araranguá;221
420150 Armazém;11
420160 Arroio Trinta;14
420165 Arvoredo;3
420170 Ascurra;18
420180 Atalanta;3
420190 Aurora;5
420195 Balneário Arroio do Silva;11
420205 Balneário Barra do Sul;10
420200 Balneário Camboriú;575
420207 Balneário Gaivota;13
421280 Balneário Piçarras;49
422000 Balneário Rincão;17
420208 Bandeirante;5
420209 Barra Bonita;4
420210 Barra Velha;48
420213 Bela Vista do Toldo;12
420215 Belmonte;6
420220 Benedito Novo;21
420230 Biguaçu;86
420240 Blumenau;1094
420243 Bocaina do Sul;13
420250 Bom Jardim da Serra;6
420253 Bom Jesus;5
420257 Bom Jesus do Oeste;3
420260 Bom Retiro;19
420245 Bombinhas;21
420270 Botuverá;9
420280 Braço do Norte;82
420285 Braço do Trombudo;9
420287 Brunópolis;5
420290 Brusque;288
420300 Caçador;171
420310 Caibi;16
420315 Calmon;5
420320 Camboriú;62
420330 Campo Alegre;15
420340 Campo Belo do Sul;14
420350 Campo Erê;23
420360 Campos Novos;109
420370 Canelinha;20
420380 Canoinhas;165
420325 Capão Alto;5
420390 Capinzal;73
420395 Capivari de Baixo;32
420400 Catanduvas;22
420410 Caxambu do Sul;14
420415 Celso Ramos;6
420417 Cerro Negro;1
